index,I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
4439,-6,-34,-28,20,11,-31,-6,-30,-42,-50,-45,-33
4440,-6,-35,-29,20,11,-32,-7,-31,-42,-51,-45,-34
4441,-7,-36,-29,21,11,-32,-7,-32,-43,-51,-46,-34
4442,-6,-35,-29,20,11,-32,-7,-31,-43,-52,-45,-33
4443,-6,-34,-28,20,11,-31,-6,-31,-42,-51,-46,-33
4444,-5,-34,-29,19,12,-31,-6,-32,-42,-51,-45,-32
4445,-6,-33,-27,19,10,-30,-5,-32,-42,-50,-46,-32
4446,-6,-33,-27,19,10,-30,-6,-31,-42,-51,-45,-32
4447,-5,-31,-26,18,10,-28,-6,-31,-42,-50,-45,-31
4448,-5,-30,-25,17,10,-27,-5,-30,-41,-50,-44,-31
4449,-4,-29,-25,16,10,-27,-5,-30,-40,-49,-43,-30
4450,-5,-30,-25,17,10,-27,-5,-30,-40,-48,-44,-30
4451,-5,-30,-25,17,10,-27,-4,-30,-39,-48,-44,-31
4452,-6,-29,-23,17,8,-26,-4,-29,-39,-47,-43,-30
4453,-5,-29,-24,17,9,-26,-3,-29,-38,-47,-43,-31
4454,-5,-29,-24,17,9,-26,-4,-29,-38,-46,-42,-30
4455,-4,-28,-24,16,10,-26,-4,-29,-38,-46,-42,-30
4456,-5,-29,-24,17,9,-26,-5,-31,-39,-45,-42,-29
4457,-5,-30,-25,17,10,-27,-7,-32,-41,-46,-41,-29
4458,-4,-30,-26,17,11,-28,-8,-35,-43,-47,-41,-28
4459,-4,-29,-25,16,10,-27,-10,-37,-44,-47,-40,-28
4460,-3,-29,-26,16,11,-27,-11,-37,-46,-48,-41,-28
4461,-4,-30,-26,17,11,-28,-11,-38,-46,-49,-42,-29
4462,-5,-31,-26,18,10,-28,-10,-37,-46,-49,-44,-31
4463,-6,-33,-27,19,10,-30,-6,-34,-44,-49,-46,-34
4464,-9,-35,-26,22,8,-30,1,-25,-36,-48,-50,-39
4465,-12,-38,-26,25,7,-32,11,-12,-24,-47,-55,-46
4466,-17,-41,-24,29,3,-32,23,5,-8,-43,-59,-53
4467,-20,-43,-23,31,1,-33,39,25,13,-35,-61,-59
4468,-23,-45,-22,34,0,-33,56,49,40,-25,-62,-63
4469,-22,-46,-24,34,1,-35,73,76,71,-9,-58,-65
4470,-19,-44,-25,31,3,-34,89,106,106,12,-49,-62
4471,-13,-35,-22,24,4,-28,103,137,146,40,-31,-53
4472,0,-15,-15,7,7,-15,109,163,188,76,-3,-32
4473,18,15,-3,-16,10,6,105,178,224,118,38,0
4474,40,56,16,-48,12,36,92,183,251,164,88,42
4475,66,105,39,-85,13,72,70,177,268,211,147,93
4476,94,163,69,-128,12,116,39,158,274,259,211,152
4477,124,232,108,-178,8,170,-3,122,266,305,279,217
4478,152,305,153,-228,0,229,-55,69,239,343,346,284
4479,174,373,199,-273,-12,286,-111,-1,193,369,404,345
4480,189,426,237,-307,-24,331,-167,-79,130,381,446,394
4481,196,463,267,-329,-35,365,-218,-156,60,378,468,425
4482,196,481,285,-338,-44,383,-262,-229,-11,360,470,438
4483,189,480,291,-334,-51,385,-300,-297,-85,327,452,433
4484,175,459,284,-317,-54,371,-330,-358,-160,278,411,408
4485,155,417,262,-286,-53,339,-347,-404,-230,217,351,364
4486,129,359,230,-244,-50,294,-350,-431,-285,149,277,304
4487,101,293,192,-197,-45,242,-343,-441,-327,77,196,237
4488,75,229,154,-152,-39,191,-328,-438,-358,4,115,170
4489,52,170,118,-111,-33,144,-310,-425,-380,-66,39,108
4490,31,116,85,-73,-27,100,-285,-403,-391,-126,-26,52
4491,13,71,58,-42,-22,64,-256,-372,-388,-173,-78,6
4492,-2,36,38,-17,-20,37,-223,-332,-370,-203,-115,-30
4493,-11,11,22,0,-16,16,-192,-290,-344,-218,-136,-52
4494,-15,-3,12,9,-13,4,-164,-249,-312,-220,-145,-64
4495,-15,-10,5,12,-10,-2,-138,-210,-275,-210,-142,-67
4496,-13,-14,-1,13,-6,-7,-113,-170,-230,-188,-130,-66
4497,-11,-16,-5,13,-3,-10,-90,-131,-182,-157,-113,-61
4498,-8,-18,-10,13,1,-14,-70,-97,-137,-124,-95,-55
4499,-5,-16,-11,10,3,-13,-54,-70,-98,-95,-78,-49
4500,-2,-15,-13,8,5,-14,-41,-49,-66,-71,-64,-43
4501,0,-16,-16,8,8,-16,-28,-31,-39,-50,-53,-38
4502,1,-17,-18,8,9,-17,-17,-16,-17,-33,-44,-35
4503,0,-19,-19,9,9,-19,-6,-4,-1,-22,-38,-33
4504,-1,-22,-21,11,10,-21,2,3,10,-15,-35,-32
4505,-1,-25,-24,13,11,-24,8,7,15,-13,-34,-32
4506,-2,-27,-25,14,11,-26,13,11,18,-12,-34,-32
4507,-2,-29,-27,15,12,-28,17,14,20,-13,-34,-33
4508,-2,-31,-29,16,13,-30,20,16,21,-13,-35,-34
4509,-3,-33,-30,18,13,-31,22,18,23,-14,-36,-35
4510,-3,-34,-31,18,14,-32,24,19,24,-13,-36,-36
4511,-3,-36,-33,19,15,-34,24,21,25,-14,-37,-36
4512,-3,-36,-33,19,15,-34,25,22,26,-13,-36,-37
4513,-3,-37,-34,20,15,-35,26,22,27,-12,-36,-37
4514,-4,-37,-33,20,14,-35,27,24,29,-11,-37,-37
4515,-4,-38,-34,21,15,-36,28,25,31,-10,-36,-37
4516,-3,-38,-35,20,16,-36,29,27,33,-9,-36,-36
4517,-3,-38,-35,20,16,-36,30,28,35,-8,-34,-36
4518,-3,-39,-36,21,16,-37,31,29,36,-6,-33,-36
4519,-3,-39,-36,21,16,-37,31,31,38,-5,-33,-35
4520,-3,-39,-36,21,16,-37,32,32,39,-5,-31,-35
4521,-2,-38,-36,20,17,-37,32,33,41,-4,-30,-34
4522,-1,-38,-37,19,18,-37,32,34,42,-2,-30,-34
4523,-1,-39,-38,20,18,-38,33,34,44,-1,-28,-33
4524,-1,-38,-37,19,18,-37,33,36,46,1,-27,-32
4525,0,-38,-38,19,19,-38,34,37,47,1,-27,-32
4526,0,-36,-36,18,18,-36,33,37,49,2,-26,-31
4527,1,-36,-37,17,19,-36,34,38,49,2,-26,-30
4528,1,-35,-36,17,18,-35,34,39,51,4,-25,-30
4529,0,-35,-35,17,17,-35,35,39,51,5,-25,-29
4530,1,-34,-35,16,18,-34,35,40,52,5,-24,-29
4531,1,-33,-34,16,17,-33,34,40,54,6,-23,-30
4532,1,-32,-33,15,17,-32,34,41,54,6,-24,-30
4533,1,-32,-33,15,17,-32,35,42,55,7,-24,-29
4534,2,-32,-34,15,18,-33,35,42,57,9,-22,-28
4535,3,-32,-35,14,19,-33,35,43,58,10,-21,-28
4536,4,-32,-36,14,20,-34,36,45,59,12,-20,-27
4537,4,-32,-36,14,20,-34,36,46,61,13,-19,-27
4538,5,-32,-37,13,21,-34,37,47,63,15,-18,-26
4539,6,-33,-39,13,22,-36,37,48,64,16,-16,-25
4540,6,-33,-39,13,22,-36,37,49,66,18,-15,-25
4541,7,-33,-40,13,23,-36,39,51,68,19,-14,-23
4542,7,-32,-39,12,23,-35,38,51,69,21,-13,-23
4543,6,-32,-38,13,22,-35,38,52,70,22,-12,-23
4544,6,-32,-38,13,22,-35,38,53,71,22,-12,-22
4545,7,-31,-38,12,22,-34,39,53,73,23,-10,-22
4546,7,-31,-38,12,22,-34,39,54,75,25,-9,-21
4547,8,-30,-38,11,23,-34,38,55,76,26,-9,-21
4548,8,-29,-37,10,22,-33,39,56,77,28,-7,-20
4549,9,-29,-38,10,23,-33,38,57,79,29,-7,-20
4550,9,-28,-37,9,23,-32,39,58,80,30,-6,-19
4551,9,-27,-36,9,22,-31,39,59,83,32,-4,-18
4552,10,-25,-35,7,22,-30,40,61,84,33,-4,-18
4553,10,-23,-33,6,21,-28,39,61,86,34,-3,-17
4554,10,-22,-32,6,21,-27,40,63,87,36,-2,-16
4555,10,-23,-33,6,21,-28,40,64,89,37,-1,-15
4556,10,-22,-32,6,21,-27,41,66,92,40,0,-14
4557,10,-22,-32,6,21,-27,41,67,94,41,1,-13
4558,11,-22,-33,5,22,-27,42,68,95,43,2,-12
4559,12,-24,-36,6,24,-30,42,70,97,44,4,-11
4560,12,-25,-37,6,24,-31,43,71,100,47,5,-10
4561,11,-25,-36,7,23,-30,42,73,102,49,6,-9
4562,11,-25,-36,7,23,-30,43,73,104,50,7,-8
4563,12,-24,-36,6,24,-30,43,75,105,52,7,-8
4564,13,-23,-36,5,24,-29,42,76,107,53,9,-8
4565,13,-21,-34,4,23,-27,42,78,110,55,10,-7
4566,14,-20,-34,3,24,-27,41,78,111,56,12,-7
4567,15,-17,-32,1,23,-24,41,80,113,58,12,-6
4568,16,-16,-32,0,24,-24,41,81,116,59,14,-6
4569,18,-14,-32,-2,25,-23,41,84,118,62,15,-4
4570,19,-14,-33,-2,26,-23,42,86,121,64,17,-4
4571,20,-13,-33,-3,26,-23,42,88,124,66,20,-3
4572,21,-12,-33,-4,27,-22,42,89,126,69,22,-1
4573,21,-13,-34,-4,27,-23,43,91,129,71,23,0
4574,21,-12,-33,-4,27,-22,43,94,132,74,25,2
4575,22,-11,-33,-5,27,-22,44,96,134,75,26,3
4576,22,-11,-33,-5,27,-22,44,98,137,78,28,3
4577,23,-10,-33,-6,28,-21,43,99,139,80,30,4
4578,23,-10,-33,-6,28,-21,44,101,143,83,31,6
4579,23,-9,-32,-7,27,-20,44,104,145,84,33,6
4580,25,-7,-32,-9,28,-19,44,106,148,87,34,7
4581,26,-7,-33,-9,29,-20,43,109,151,89,36,9
4582,27,-6,-33,-10,30,-19,43,111,155,93,38,10
4583,29,-4,-33,-12,31,-18,44,114,158,96,41,12
4584,31,-3,-34,-14,32,-18,44,116,160,98,43,13
4585,32,-1,-33,-15,32,-17,45,119,164,101,44,15
4586,32,2,-30,-17,31,-14,45,121,167,103,46,16
4587,33,4,-29,-18,31,-12,44,122,170,107,49,18
4588,35,7,-28,-21,31,-10,45,124,172,110,50,19
4589,36,10,-26,-23,31,-8,45,127,175,112,52,20
4590,37,12,-25,-24,31,-6,44,129,179,115,55,22
4591,37,15,-22,-26,29,-3,44,130,181,117,57,23
4592,38,17,-21,-27,29,-2,44,132,183,120,60,25
4593,39,18,-21,-28,30,-1,43,133,186,123,62,26
4594,41,20,-21,-30,31,0,43,135,188,125,64,28
4595,42,21,-21,-31,31,0,42,136,191,128,67,31
4596,42,22,-20,-32,31,1,42,137,193,130,69,33
4597,43,24,-19,-33,31,2,41,137,194,131,70,34
4598,44,26,-18,-35,31,4,39,138,196,134,73,36
4599,46,28,-18,-37,32,5,39,138,197,136,75,37
4600,47,30,-17,-38,32,6,38,139,198,137,76,40
4601,48,31,-17,-39,32,7,37,139,198,139,79,41
4602,49,33,-16,-41,32,8,35,138,199,140,80,43
4603,49,36,-13,-42,31,11,34,138,199,142,82,44
4604,50,38,-12,-44,31,13,34,138,199,143,83,46
4605,52,39,-13,-45,32,13,32,137,200,145,86,48
4606,52,41,-11,-46,31,15,31,137,199,146,88,49
4607,52,41,-11,-46,31,15,31,136,199,147,89,51
4608,53,43,-10,-48,31,16,29,135,198,147,91,52
4609,54,45,-9,-49,31,18,28,133,198,148,92,53
4610,55,48,-7,-51,31,20,25,132,196,148,92,55
4611,55,49,-6,-52,30,21,24,130,195,147,94,56
4612,54,51,-3,-52,28,24,22,129,193,148,95,58
4613,55,53,-2,-54,28,25,21,127,192,148,97,58
4614,55,54,-1,-54,28,26,19,124,190,147,97,60
4615,57,56,-1,-56,29,27,17,123,188,147,97,61
4616,57,56,-1,-56,29,27,16,120,186,146,97,63
4617,57,57,0,-57,28,28,14,118,183,144,98,63
4618,58,57,-1,-57,29,28,13,114,179,144,98,65
4619,58,58,0,-58,29,29,12,112,177,143,98,65
4620,59,58,-1,-58,30,28,10,109,174,141,98,66
4621,59,58,-1,-58,30,28,9,105,170,140,98,66
4622,59,59,0,-59,29,29,6,102,166,138,97,66
4623,58,59,1,-58,28,30,5,98,162,136,97,67
4624,58,60,2,-59,28,31,3,93,157,133,96,67
4625,58,60,2,-59,28,31,1,89,152,131,96,66
4626,58,59,1,-58,28,30,0,85,147,128,95,67
4627,58,60,2,-59,28,31,-2,80,142,126,94,67
4628,57,59,2,-58,27,30,-3,76,137,123,93,66
4629,56,59,3,-57,26,31,-6,71,131,119,91,66
4630,55,58,3,-56,26,30,-7,65,125,116,90,65
4631,55,58,3,-56,26,30,-9,60,120,112,88,65
4632,54,57,3,-55,25,30,-10,56,114,107,86,64
4633,53,56,3,-54,25,29,-12,51,107,103,83,63
4634,51,53,2,-52,24,27,-12,47,101,98,81,61
4635,50,52,2,-51,24,27,-14,41,94,94,78,60
4636,49,50,1,-49,24,25,-14,37,88,89,74,58
4637,47,50,3,-48,22,26,-15,32,82,84,71,56
4638,46,48,2,-47,22,25,-15,28,75,78,67,53
4639,44,45,1,-44,21,23,-15,22,69,73,63,51
4640,41,43,2,-42,19,22,-16,18,63,67,59,48
4641,40,41,1,-40,19,21,-17,15,57,63,56,46
4642,39,39,0,-39,19,19,-16,12,52,57,53,43
4643,37,37,0,-37,18,18,-16,7,45,52,48,40
4644,35,34,-1,-34,18,16,-17,4,40,46,44,38
4645,32,31,-1,-31,16,15,-17,1,34,42,41,34
4646,30,27,-3,-28,16,12,-16,-3,29,37,36,31
4647,28,23,-5,-25,16,9,-16,-6,25,31,32,27
4648,26,20,-6,-23,16,7,-15,-8,19,26,27,24
4649,23,17,-6,-20,14,5,-15,-11,14,20,23,21
4650,21,13,-8,-17,14,2,-14,-13,10,15,18,17
4651,18,10,-8,-14,13,1,-14,-15,6,10,14,14
4652,16,7,-9,-11,12,-1,-12,-17,2,6,9,10
4653,15,4,-11,-9,13,-3,-11,-18,-1,1,6,7
4654,13,2,-11,-7,12,-4,-11,-20,-5,-3,2,5
4655,11,0,-11,-5,11,-5,-9,-21,-8,-6,-1,1
4656,8,-4,-12,-2,10,-8,-8,-21,-10,-10,-5,-1
4657,6,-7,-13,0,9,-10,-6,-23,-13,-13,-8,-4
4658,5,-9,-14,2,9,-11,-6,-23,-15,-17,-12,-5
4659,4,-11,-15,3,9,-13,-4,-24,-17,-20,-14,-7
4660,3,-13,-16,5,9,-14,-3,-24,-19,-22,-17,-10
4661,2,-16,-18,7,10,-17,-1,-25,-21,-26,-19,-12
4662,0,-18,-18,9,9,-18,0,-25,-23,-29,-23,-13
4663,-1,-19,-18,10,8,-18,0,-26,-25,-31,-25,-16
4664,-3,-21,-18,12,7,-19,1,-25,-26,-34,-28,-18
4665,-4,-22,-18,13,7,-20,2,-26,-27,-36,-30,-19
4666,-4,-23,-19,13,7,-21,2,-26,-28,-37,-32,-21
4667,-5,-24,-19,14,7,-21,3,-27,-29,-39,-34,-23
4668,-7,-24,-17,15,5,-20,3,-26,-30,-41,-36,-24
4669,-8,-25,-17,16,4,-21,3,-27,-31,-42,-37,-26
4670,-8,-24,-16,16,4,-20,3,-26,-31,-43,-39,-27
4671,-8,-25,-17,16,4,-21,4,-26,-31,-43,-39,-28
4672,-8,-25,-17,16,4,-21,4,-25,-32,-44,-40,-29
4673,-9,-26,-17,17,4,-21,4,-26,-33,-45,-41,-29
4674,-9,-26,-17,17,4,-21,4,-25,-32,-45,-42,-30
4675,-8,-27,-19,17,5,-23,4,-25,-32,-46,-42,-31
4676,-8,-29,-21,18,6,-25,5,-24,-31,-45,-43,-30
4677,-8,-30,-22,19,7,-26,5,-23,-32,-45,-43,-30
4678,-8,-31,-23,19,7,-27,6,-23,-31,-44,-43,-31
4679,-9,-31,-22,20,6,-26,6,-23,-31,-44,-42,-31
4680,-9,-32,-23,20,7,-27,7,-22,-30,-45,-43,-32
4681,-9,-31,-22,20,6,-26,7,-22,-30,-45,-43,-32
4682,-10,-32,-22,21,6,-27,8,-21,-29,-44,-42,-32
4683,-10,-31,-21,20,5,-26,9,-21,-28,-44,-42,-33
4684,-10,-31,-21,20,5,-26,8,-21,-28,-43,-43,-33
4685,-9,-30,-21,19,6,-25,8,-21,-28,-43,-43,-34
4686,-8,-29,-21,18,6,-25,9,-20,-27,-43,-43,-34
4687,-9,-30,-21,19,6,-25,9,-20,-27,-42,-42,-34
4688,-8,-29,-21,18,6,-25,9,-20,-27,-42,-43,-33
4689,-8,-29,-21,18,6,-25,8,-19,-26,-42,-43,-34
4690,-7,-29,-22,18,7,-25,9,-19,-26,-41,-42,-34
4691,-7,-28,-21,17,7,-24,8,-19,-25,-41,-42,-33
4692,-8,-28,-20,18,6,-24,8,-19,-25,-40,-42,-33
4693,-8,-27,-19,17,5,-23,7,-19,-25,-40,-41,-32
4694,-7,-27,-20,17,6,-23,7,-19,-24,-40,-41,-33
4695,-8,-27,-19,17,5,-23,8,-18,-24,-39,-40,-32
4696,-8,-26,-18,17,5,-22,8,-18,-23,-39,-39,-32
4697,-8,-27,-19,17,5,-23,9,-17,-22,-38,-39,-31
4698,-8,-28,-20,18,6,-24,8,-16,-22,-37,-39,-31
4699,-8,-28,-20,18,6,-24,9,-16,-21,-37,-38,-31
4700,-8,-29,-21,18,6,-25,9,-16,-21,-36,-37,-30
4701,-8,-29,-21,18,6,-25,10,-15,-20,-36,-37,-30
4702,-7,-28,-21,17,7,-24,9,-14,-21,-35,-36,-29
4703,-7,-28,-21,17,7,-24,9,-15,-20,-35,-36,-29
4704,-7,-28,-21,17,7,-24,10,-14,-20,-35,-36,-30
4705,-6,-27,-21,16,7,-24,9,-15,-21,-36,-37,-30
4706,-6,-26,-20,16,7,-23,9,-15,-21,-36,-37,-29
4707,-5,-25,-20,15,7,-22,8,-16,-21,-37,-37,-29
4708,-5,-24,-19,14,7,-21,8,-16,-22,-37,-37,-30
4709,-4,-24,-20,14,8,-22,7,-17,-22,-37,-37,-30
4710,-4,-23,-19,13,7,-21,6,-18,-23,-38,-37,-29
4711,-5,-23,-18,14,6,-20,6,-18,-23,-38,-36,-29
4712,-5,-24,-19,14,7,-21,5,-19,-23,-37,-36,-29
4713,-6,-24,-18,15,6,-21,6,-19,-24,-38,-36,-29
4714,-5,-26,-21,15,8,-23,6,-18,-24,-38,-36,-28
4715,-5,-26,-21,15,8,-23,5,-19,-23,-37,-35,-28
4716,-6,-27,-21,16,7,-24,6,-19,-23,-37,-35,-27
4717,-5,-27,-22,16,8,-24,6,-19,-24,-37,-35,-27
4718,-5,-28,-23,16,9,-25,6,-18,-24,-37,-35,-26
4719,-4,-28,-24,16,10,-26,5,-19,-24,-37,-35,-26
4720,-5,-28,-23,16,9,-25,5,-20,-25,-37,-35,-26
4721,-4,-28,-24,16,10,-26,6,-20,-25,-38,-35,-26
4722,-4,-27,-23,15,9,-25,5,-21,-26,-39,-36,-26
4723,-5,-27,-22,16,8,-24,5,-21,-28,-39,-36,-26
4724,-5,-27,-22,16,8,-24,5,-22,-28,-40,-37,-27
4725,-6,-26,-20,16,7,-23,4,-22,-29,-40,-37,-27
4726,-6,-26,-20,16,7,-23,4,-23,-31,-42,-38,-28
4727,-6,-25,-19,15,6,-22,3,-24,-32,-43,-38,-28
4728,-6,-26,-20,16,7,-23,4,-24,-32,-43,-38,-27
4729,-6,-26,-20,16,7,-23,4,-25,-33,-44,-39,-28
4730,-5,-25,-20,15,7,-22,3,-25,-33,-44,-40,-28
4731,-5,-25,-20,15,7,-22,4,-25,-34,-44,-40,-29
4732,-5,-25,-20,15,7,-22,4,-26,-36,-45,-41,-28
4733,-4,-24,-20,14,8,-22,3,-27,-37,-45,-41,-29
4734,-4,-24,-20,14,8,-22,3,-27,-38,-47,-41,-29
4735,-4,-24,-20,14,8,-22,2,-28,-38,-47,-42,-29
4736,-4,-25,-21,14,8,-23,2,-29,-39,-48,-42,-30
4737,-5,-24,-19,14,7,-21,1,-29,-40,-48,-42,-30
4738,-5,-25,-20,15,7,-22,2,-30,-41,-49,-43,-30
4739,-6,-26,-20,16,7,-23,1,-30,-41,-49,-43,-30
4740,-6,-28,-22,17,8,-25,1,-30,-41,-49,-42,-29
4741,-5,-27,-22,16,8,-24,1,-31,-42,-50,-43,-30
4742,-5,-28,-23,16,9,-25,2,-31,-42,-49,-42,-30
4743,-6,-28,-22,17,8,-25,2,-30,-43,-49,-42,-29
4744,-6,-29,-23,17,8,-26,1,-31,-42,-50,-43,-29
4745,-6,-28,-22,17,8,-25,1,-31,-43,-50,-42,-28
4746,-6,-29,-23,17,8,-26,2,-30,-43,-50,-42,-28
4747,-5,-28,-23,16,9,-25,1,-31,-44,-51,-43,-29
4748,-5,-28,-23,16,9,-25,1,-31,-44,-51,-43,-29
4749,-5,-28,-23,16,9,-25,2,-32,-44,-52,-43,-30
4750,-5,-27,-22,16,8,-24,2,-32,-45,-53,-44,-29
4751,-5,-27,-22,16,8,-24,2,-32,-45,-53,-44,-29
4752,-5,-26,-21,15,8,-23,1,-33,-46,-54,-44,-30
4753,-5,-28,-23,16,9,-25,1,-33,-46,-53,-44,-30
4754,-6,-28,-22,17,8,-25,2,-33,-46,-54,-44,-29
4755,-6,-29,-23,17,8,-26,1,-34,-47,-54,-45,-30
4756,-7,-29,-22,18,7,-25,1,-34,-47,-55,-44,-30
4757,-7,-29,-22,18,7,-25,0,-35,-47,-55,-45,-29
4758,-6,-29,-23,17,8,-26,1,-35,-48,-55,-45,-30
4759,-6,-29,-23,17,8,-26,0,-35,-48,-56,-46,-30
4760,-6,-30,-24,18,9,-27,-1,-36,-49,-56,-46,-31
4761,-7,-29,-22,18,7,-25,-1,-36,-50,-57,-47,-30
4762,-7,-29,-22,18,7,-25,-2,-35,-50,-57,-47,-31
4763,-6,-28,-22,17,8,-25,-1,-36,-51,-58,-47,-30
4764,-6,-28,-22,17,8,-25,-1,-36,-51,-57,-46,-30
4765,-6,-29,-23,17,8,-26,-2,-37,-51,-57,-47,-29
4766,-6,-29,-23,17,8,-26,-1,-36,-50,-56,-46,-30
4767,-5,-30,-25,17,10,-27,-1,-36,-50,-57,-46,-29
4768,-5,-30,-25,17,10,-27,0,-35,-49,-56,-45,-29
4769,-5,-30,-25,17,10,-27,-1,-35,-49,-56,-45,-28
4770,-6,-31,-25,18,9,-28,-1,-36,-50,-55,-45,-29
4771,-6,-32,-26,19,10,-29,0,-35,-49,-55,-45,-28
4772,-5,-31,-26,18,10,-28,-1,-35,-49,-56,-46,-29
4773,-5,-30,-25,17,10,-27,-2,-36,-50,-56,-46,-29
4774,-6,-29,-23,17,8,-26,-2,-36,-50,-57,-47,-30
4775,-6,-30,-24,18,9,-27,-3,-37,-50,-57,-46,-29
4776,-6,-29,-23,17,8,-26,-3,-37,-51,-56,-47,-29
4777,-6,-29,-23,17,8,-26,-3,-36,-51,-56,-46,-30
4778,-6,-28,-22,17,8,-25,-4,-37,-51,-56,-46,-29
4779,-6,-29,-23,17,8,-26,-4,-37,-51,-57,-47,-30
4780,-6,-29,-23,17,8,-26,-3,-36,-51,-56,-46,-29
4781,-7,-31,-24,19,8,-27,-3,-36,-51,-56,-46,-29
4782,-7,-31,-24,19,8,-27,-2,-35,-50,-55,-45,-28
4783,-6,-32,-26,19,10,-29,-2,-36,-49,-54,-44,-27
4784,-7,-31,-24,19,8,-27,-1,-36,-50,-55,-45,-28
4785,-7,-32,-25,19,9,-28,-1,-35,-49,-55,-45,-28
4786,-6,-31,-25,18,9,-28,-2,-36,-49,-54,-44,-28
4787,-6,-31,-25,18,9,-28,-1,-35,-49,-55,-45,-27
4788,-5,-29,-24,17,9,-26,-1,-35,-49,-55,-45,-27
4789,-5,-28,-23,16,9,-25,-2,-36,-49,-54,-44,-28
4790,-4,-28,-24,16,10,-26,-2,-36,-49,-54,-45,-28
4791,-4,-27,-23,15,9,-25,-3,-37,-50,-55,-45,-29
4792,-5,-27,-22,16,8,-24,-3,-37,-50,-54,-46,-29
4793,-4,-27,-23,15,9,-25,-2,-36,-49,-54,-45,-28
4794,-4,-26,-22,15,9,-24,-3,-36,-50,-55,-45,-29
4795,-5,-26,-21,15,8,-23,-3,-37,-50,-55,-46,-29
4796,-5,-27,-22,16,8,-24,-2,-37,-51,-54,-46,-28
4797,-6,-27,-21,16,7,-24,-2,-37,-51,-55,-45,-28
4798,-6,-28,-22,17,8,-25,-3,-36,-50,-55,-45,-29
4799,-5,-28,-23,16,9,-25,-3,-36,-50,-54,-44,-28
4800,-5,-27,-22,16,8,-24,-2,-37,-49,-54,-44,-28
4801,-4,-26,-22,15,9,-24,-3,-37,-50,-54,-44,-29
4802,-4,-26,-22,15,9,-24,-3,-37,-50,-54,-44,-29
4803,-4,-26,-22,15,9,-24,-3,-36,-49,-54,-44,-28
4804,-4,-27,-23,15,9,-25,-3,-36,-49,-53,-43,-28
4805,-4,-26,-22,15,9,-24,-3,-35,-48,-52,-43,-27
4806,-4,-26,-22,15,9,-24,-3,-35,-48,-53,-43,-27
4807,-4,-25,-21,14,8,-23,-4,-36,-49,-53,-44,-28
4808,-4,-25,-21,14,8,-23,-4,-35,-49,-52,-43,-28
4809,-4,-26,-22,15,9,-24,-3,-35,-48,-52,-43,-27
4810,-4,-26,-22,15,9,-24,-3,-36,-48,-53,-44,-27
4811,-4,-25,-21,14,8,-23,-4,-36,-49,-53,-43,-27
4812,-5,-25,-20,15,7,-22,-4,-37,-49,-54,-43,-28
4813,-5,-25,-20,15,7,-22,-4,-36,-49,-53,-44,-28
4814,-4,-26,-22,15,9,-24,-4,-36,-48,-53,-43,-27
4815,-4,-26,-22,15,9,-24,-3,-37,-49,-54,-43,-27
4816,-4,-26,-22,15,9,-24,-3,-36,-48,-53,-44,-28
4817,-4,-26,-22,15,9,-24,-4,-36,-48,-53,-43,-28
4818,-4,-27,-23,15,9,-25,-4,-35,-47,-52,-43,-27
4819,-4,-28,-24,16,10,-26,-3,-35,-47,-52,-42,-27
4820,-5,-29,-24,17,9,-26,-3,-34,-47,-52,-43,-26
4821,-5,-29,-24,17,9,-26,-2,-34,-46,-51,-42,-26
4822,-5,-29,-24,17,9,-26,-3,-35,-46,-51,-42,-27
4823,-5,-30,-25,17,10,-27,-3,-35,-47,-52,-42,-27
4824,-5,-29,-24,17,9,-26,-2,-34,-46,-51,-41,-26
4825,-5,-29,-24,17,9,-26,-3,-35,-46,-51,-41,-27
4826,-5,-27,-22,16,8,-24,-3,-35,-47,-50,-40,-27
4827,-4,-26,-22,15,9,-24,-4,-36,-47,-51,-41,-26
4828,-4,-25,-21,14,8,-23,-4,-36,-46,-51,-41,-26
4829,-5,-25,-20,15,7,-22,-3,-35,-47,-50,-40,-27
4830,-4,-26,-22,15,9,-24,-4,-36,-47,-50,-41,-27
4831,-4,-26,-22,15,9,-24,-4,-36,-46,-49,-40,-26
4832,-3,-25,-22,14,9,-23,-3,-36,-46,-49,-40,-26
4833,-4,-26,-22,15,9,-24,-3,-36,-46,-50,-41,-25
4834,-4,-27,-23,15,9,-25,-2,-35,-45,-49,-41,-25
4835,-3,-28,-25,15,11,-26,-3,-36,-45,-49,-41,-26
4836,-4,-29,-25,16,10,-27,-3,-36,-44,-50,-41,-25
4837,-4,-29,-25,16,10,-27,-2,-35,-45,-50,-41,-25
4838,-3,-28,-25,15,11,-26,-3,-35,-45,-49,-41,-26
4839,-4,-28,-24,16,10,-26,-3,-34,-44,-50,-40,-26
4840,-4,-27,-23,15,9,-25,-4,-34,-45,-50,-40,-25
4841,-3,-27,-24,15,10,-25,-3,-35,-44,-49,-40,-25
4842,-3,-26,-23,14,10,-24,-4,-35,-44,-49,-40,-24
4843,-2,-26,-24,14,11,-25,-4,-34,-43,-48,-39,-24
4844,-2,-24,-22,13,10,-23,-5,-35,-44,-48,-40,-25
4845,-1,-23,-22,12,10,-22,-5,-35,-44,-49,-40,-25
4846,-2,-24,-22,13,10,-23,-5,-34,-44,-49,-39,-24
4847,-2,-24,-22,13,10,-23,-4,-34,-44,-48,-39,-24
